,capacity,status,efficiency,carrier2,emission_factor,fuel,VOM,availability,mustrun
864,12.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
865,13.6,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
866,11.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
867,14.6,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
868,15.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
869,11.7,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
870,25.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
871,16.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
872,14.7,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
873,45.1,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
874,13.5,special_case,0.33,Waste,0.0,0.0,1.0,1.0,0.0
875,13.8,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
876,1.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
877,2.8,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
878,1.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
879,15.7,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
880,28.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
881,23.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
882,15.6,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
883,14.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
884,15.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
885,2.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
886,14.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
887,17.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
888,16.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
889,54.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
890,28.9,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
891,24.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
892,12.1,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
893,12.61,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
894,12.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
895,10.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
896,30.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
897,17.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
898,11.6,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
899,8.7,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
900,12.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
901,33.4,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
902,18.7,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
903,10.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
904,18.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
PHS,1.0,operating,0.75,PHS,0.0,0.0,1.0,1.0,0.0
Photovoltaics,67529.0,operating,1.0,Photovoltaics,0.0,0.0,1.0,1.0,0.0
Wind onshore,58014.0,operating,1.0,Wind onshore,0.0,0.0,2.3,1.0,0.0
Wind offshore,8129.0,operating,1.0,Wind offshore,0.0,0.0,2.7,1.0,0.0
